CPI_USA
13.57216597
13.71809144
13.87119514
14.03960921
14.22333364
14.46064438
14.89316233
15.30654231
15.95212958
16.81588961
17.80723607
18.56509938
19.17879004
20.37172303
22.61979567
24.68541975
26.10162896
27.7947007
29.92029039
33.2911235
37.78854466
41.68663482
44.25478835
45.67644476
47.64841978
49.3452355
50.26243319
52.14268844
54.23313484
56.8509699
59.91976049
62.45734075
64.34906098
66.24842452
67.9758135
69.88282035
71.93122852
73.61275761
74.75543306
76.39110227
78.97072076
81.20256846
82.49046688
84.36307882
86.62167812
89.56053237
92.44970508
95.08699238
98.73747739
98.38641997
100
103.1568416
105.2915045
106.8338489
108.5669321
108.695722
